text,emotion_names,emotions_emojis,true_explanations
"umeed ka sabab yeh tha ke support system strong hai. Aaj mein yaadein satane lagi, is liye mein udaasi mehsoos kar raha hoon.","['umeed', 'udaasi']","umeed 🌈, udaasi 😞","{'umeed': 'kyunke support system strong hai', 'udaasi': 'kyunke yaadein satane lagi'}"
"support system strong hai ke baad mera dil umeed se bhar gaya. Mein akela mehsoos kar raha hoon ke baare mein soch raha tha, is liye udaasi mehsoos hui.","['umeed', 'udaasi']","umeed 🌈, udaasi 😞","{'umeed': 'kyunke support system strong hai', 'udaasi': 'kyunke akela mehsoos kar raha hoon'}"
"Jab se support system strong hai, mein umeed mehsoos kar raha hoon.",['umeed'],umeed 🌈,{'umeed': 'kyunke support system strong hai'}
"udaasi tab mehsoos hui jab yaadein satane lagi. Mujhe lagta hai ke mera result acha aaya, aur is wajah se khushi ho rahi hai.","['udaasi', 'khushi']","udaasi 😞, khushi 😊","{'udaasi': 'kyunke yaadein satane lagi', 'khushi': 'kyunke mera result acha aaya'}"
"Aaj mein naye logon se milna tha, is liye mein ghabrahat mehsoos kar raha hoon. Mujhe lagta hai ke family surprise party di, aur is wajah se khushi ho rahi hai.","['ghabrahat', 'khushi']","ghabrahat 😰, khushi 😊","{'ghabrahat': 'kyunke naye logon se milna tha', 'khushi': 'kyunke family surprise party di'}"
Pehli baar meri dost se mulaqat hui aur uss lamhe mein mujhe khushi mehsoos hui.,['khushi'],khushi 😊,{'khushi': 'kyunke meri dost se mulaqat hui'}
best friend ne city chhor di ke baad mera dil gham se bhar gaya.,['gham'],gham 😢,{'gham': 'kyunke best friend ne city chhor di'}
gham tab mehsoos hui jab kisi apne ne dhoka diya.,['gham'],gham 😢,{'gham': 'kyunke kisi apne ne dhoka diya'}
"Jab se interview cancel hogaya, mein bechaini mehsoos kar raha hoon.",['bechaini'],bechaini 😟,{'bechaini': 'kyunke interview cancel hogaya'}
Waqt guzarta gaya aur interview cancel hogaya ki wajah se bechaini badhti gayi.,['bechaini'],bechaini 😟,{'bechaini': 'kyunke interview cancel hogaya'}
"Jab se purani diary mili, mein jazbaat mein aana mehsoos kar raha hoon.",['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke purani diary mili'}
Waqt guzarta gaya aur emotional gana suna ki wajah se jazbaat mein aana badhti gayi.,['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke emotional gana suna'}
gham ka sabab yeh tha ke mera dost mujh se naraz hogaya. Pehli baar akela mehsoos kar raha tha aur uss lamhe mein mujhe udaasi mehsoos hui.,"['gham', 'udaasi']","gham 😢, udaasi 😞","{'gham': 'kyunke mera dost mujh se naraz hogaya', 'udaasi': 'kyunke akela mehsoos kar raha tha'}"
"Mein traffic bohat tha ke baare mein soch raha tha, is liye gussa mehsoos hui.",['gussa'],gussa 😠,{'gussa': 'kyunke traffic bohat tha'}
"Kal dil se connect mehsoos hua tha, aur mujhe mohabbat ka ehsaas hua. Mein news bohat different thi ke baare mein soch raha tha, is liye hairani mehsoos hui.","['mohabbat', 'hairani']","mohabbat ❤️, hairani 😮","{'mohabbat': 'kyunke dil se connect mehsoos hua', 'hairani': 'kyunke news bohat different thi'}"
"Mein purani diary mili ke baare mein soch raha tha, is liye jazbaat mein aana mehsoos hui.",['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke purani diary mili'}
"khushi ka sabab yeh tha ke mein ne apna goal achieve kiya. Mein hardwork ka phal milne wala hai ke baare mein soch raha tha, is liye umeed mehsoos hui.","['khushi', 'umeed']","khushi 😊, umeed 🌈","{'khushi': 'kyunke mein ne apna goal achieve kiya', 'umeed': 'kyunke hardwork ka phal milne wala hai'}"
jazbaat mein aana ka sabab yeh tha ke film emotional thi.,['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke film emotional thi'}
"Kal mera result acha aaya tha, aur mujhe khushi ka ehsaas hua.",['khushi'],khushi 😊,{'khushi': 'kyunke mera result acha aaya'}
"Jab se dost ne achanak gift diya, mein hairani mehsoos kar raha hoon. Waqt guzarta gaya aur interview tha ki wajah se ghabrahat badhti gayi.","['hairani', 'ghabrahat']","hairani 😮, ghabrahat 😰","{'hairani': 'kyunke dost ne achanak gift diya', 'ghabrahat': 'kyunke interview tha'}"
Pehli baar kisi ne dil se baat ki aur uss lamhe mein mujhe jazbaat mein aana mehsoos hui.,['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke kisi ne dil se baat ki'}
"woh har baat samajh leti hai ke baad mera dil mohabbat se bhar gaya. Aaj mein best friend ne city chhor di, is liye mein gham mehsoos kar raha hoon.","['mohabbat', 'gham']","mohabbat ❤️, gham 😢","{'mohabbat': 'kyunke woh har baat samajh leti hai', 'gham': 'kyunke best friend ne city chhor di'}"
"Mujhe lagta hai ke naye moka mila, aur is wajah se umeed ho rahi hai. Mein kisi ne dil ki baat boli ke baare mein soch raha tha, is liye jazbaat mein aana mehsoos hui.","['umeed', 'jazbaat mein aana']","umeed 🌈, jazbaat mein aana 🥺","{'umeed': 'kyunke naye moka mila', 'jazbaat mein aana': 'kyunke kisi ne dil ki baat boli'}"
"Aaj mein mujhe promotion mil gaya, is liye mein khushi mehsoos kar raha hoon. hardwork ka phal milne wala hai ke baad mera dil umeed se bhar gaya.","['khushi', 'umeed']","khushi 😊, umeed 🌈","{'khushi': 'kyunke mujhe promotion mil gaya', 'umeed': 'kyunke hardwork ka phal milne wala hai'}"
"Mujhe lagta hai ke kisi ne baat ka bura manaya, aur is wajah se gussa ho rahi hai. Mein interview tha ke baare mein soch raha tha, is liye ghabrahat mehsoos hui.","['gussa', 'ghabrahat']","gussa 😠, ghabrahat 😰","{'gussa': 'kyunke kisi ne baat ka bura manaya', 'ghabrahat': 'kyunke interview tha'}"
"Kal mein ne apna goal achieve kiya tha, aur mujhe khushi ka ehsaas hua.",['khushi'],khushi 😊,{'khushi': 'kyunke mein ne apna goal achieve kiya'}
"Mujhe lagta hai ke mein ne apna goal achieve kiya, aur is wajah se khushi ho rahi hai.",['khushi'],khushi 😊,{'khushi': 'kyunke mein ne apna goal achieve kiya'}
"Aaj mein paper mushkil tha, is liye mein ghabrahat mehsoos kar raha hoon.",['ghabrahat'],ghabrahat 😰,{'ghabrahat': 'kyunke paper mushkil tha'}
bechaini ka sabab yeh tha ke interview cancel hogaya.,['bechaini'],bechaini 😟,{'bechaini': 'kyunke interview cancel hogaya'}
mera naam announce hua ke baad mera dil hairani se bhar gaya.,['hairani'],hairani 😮,{'hairani': 'kyunke mera naam announce hua'}
"Kal dost ne achanak gift diya tha, aur mujhe hairani ka ehsaas hua.",['hairani'],hairani 😮,{'hairani': 'kyunke dost ne achanak gift diya'}
Pehli baar dost ne achanak gift diya aur uss lamhe mein mujhe hairani mehsoos hui.,['hairani'],hairani 😮,{'hairani': 'kyunke dost ne achanak gift diya'}
"Mujhe lagta hai ke interview cancel hogaya, aur is wajah se bechaini ho rahi hai. Waqt guzarta gaya aur unexpected result aaya ki wajah se hairani badhti gayi.","['bechaini', 'hairani']","bechaini 😟, hairani 😮","{'bechaini': 'kyunke interview cancel hogaya', 'hairani': 'kyunke unexpected result aaya'}"
"Jab se yaadein satane lagi, mein udaasi mehsoos kar raha hoon.",['udaasi'],udaasi 😞,{'udaasi': 'kyunke yaadein satane lagi'}
hairani tab mehsoos hui jab kisi ne propose kiya. kisi ka reply nahi aaya ke baad mera dil bechaini se bhar gaya.,"['hairani', 'bechaini']","hairani 😮, bechaini 😟","{'hairani': 'kyunke kisi ne propose kiya', 'bechaini': 'kyunke kisi ka reply nahi aaya'}"
"Kal dost achanak mil gaya tha, aur mujhe hairani ka ehsaas hua.",['hairani'],hairani 😮,{'hairani': 'kyunke dost achanak mil gaya'}
"Pehli baar koi baar baar tang kar raha tha aur uss lamhe mein mujhe gussa mehsoos hui. Mein woh har baat samajh leti hai ke baare mein soch raha tha, is liye mohabbat mehsoos hui.","['gussa', 'mohabbat']","gussa 😠, mohabbat ❤️","{'gussa': 'kyunke koi baar baar tang kar raha tha', 'mohabbat': 'kyunke woh har baat samajh leti hai'}"
"Jab se dil se connect mehsoos hua, mein mohabbat mehsoos kar raha hoon. Aaj mein news bohat different thi, is liye mein hairani mehsoos kar raha hoon.","['mohabbat', 'hairani']","mohabbat ❤️, hairani 😮","{'mohabbat': 'kyunke dil se connect mehsoos hua', 'hairani': 'kyunke news bohat different thi'}"
"Kal meri dost se mulaqat hui tha, aur mujhe khushi ka ehsaas hua.",['khushi'],khushi 😊,{'khushi': 'kyunke meri dost se mulaqat hui'}
"Aaj mein news bohat different thi, is liye mein hairani mehsoos kar raha hoon.",['hairani'],hairani 😮,{'hairani': 'kyunke news bohat different thi'}
"Mujhe lagta hai ke birthday par sab ne wish kiya, aur is wajah se khushi ho rahi hai.",['khushi'],khushi 😊,{'khushi': 'kyunke birthday par sab ne wish kiya'}
"Jab se acha response mila, mein umeed mehsoos kar raha hoon. Aaj mein purani diary mili, is liye mein jazbaat mein aana mehsoos kar raha hoon.","['umeed', 'jazbaat mein aana']","umeed 🌈, jazbaat mein aana 🥺","{'umeed': 'kyunke acha response mila', 'jazbaat mein aana': 'kyunke purani diary mili'}"
"Jab se meri dost se mulaqat hui, mein khushi mehsoos kar raha hoon. best friend ne city chhor di ke baad mera dil gham se bhar gaya.","['khushi', 'gham']","khushi 😊, gham 😢","{'khushi': 'kyunke meri dost se mulaqat hui', 'gham': 'kyunke best friend ne city chhor di'}"
"Mujhe lagta hai ke interview cancel hogaya, aur is wajah se bechaini ho rahi hai.",['bechaini'],bechaini 😟,{'bechaini': 'kyunke interview cancel hogaya'}
"Mujhe lagta hai ke kisi ne propose kiya, aur is wajah se hairani ho rahi hai. Jab se paper mushkil tha, mein ghabrahat mehsoos kar raha hoon.","['hairani', 'ghabrahat']","hairani 😮, ghabrahat 😰","{'hairani': 'kyunke kisi ne propose kiya', 'ghabrahat': 'kyunke paper mushkil tha'}"
interview tha ke baad mera dil ghabrahat se bhar gaya.,['ghabrahat'],ghabrahat 😰,{'ghabrahat': 'kyunke interview tha'}
Waqt guzarta gaya aur support system strong hai ki wajah se umeed badhti gayi.,['umeed'],umeed 🌈,{'umeed': 'kyunke support system strong hai'}
Waqt guzarta gaya aur best friend ne city chhor di ki wajah se gham badhti gayi.,['gham'],gham 😢,{'gham': 'kyunke best friend ne city chhor di'}
"Jab se presentation deni thi, mein ghabrahat mehsoos kar raha hoon.",['ghabrahat'],ghabrahat 😰,{'ghabrahat': 'kyunke presentation deni thi'}
"Aaj mein dost ne achanak gift diya, is liye mein hairani mehsoos kar raha hoon. Jab se raat bhar kuch ajeeb sapne aaye, mein bechaini mehsoos kar raha hoon.","['hairani', 'bechaini']","hairani 😮, bechaini 😟","{'hairani': 'kyunke dost ne achanak gift diya', 'bechaini': 'kyunke raat bhar kuch ajeeb sapne aaye'}"
"mohabbat ka sabab yeh tha ke uski aankhon mein kuch baat thi. Aaj mein kisi ne jhoot bola, is liye mein gussa mehsoos kar raha hoon.","['mohabbat', 'gussa']","mohabbat ❤️, gussa 😠","{'mohabbat': 'kyunke uski aankhon mein kuch baat thi', 'gussa': 'kyunke kisi ne jhoot bola'}"
"Mujhe lagta hai ke mera phone kho gaya, aur is wajah se gham ho rahi hai.",['gham'],gham 😢,{'gham': 'kyunke mera phone kho gaya'}
"Kal woh muskurayi tha, aur mujhe mohabbat ka ehsaas hua. hairani tab mehsoos hui jab unexpected result aaya.","['mohabbat', 'hairani']","mohabbat ❤️, hairani 😮","{'mohabbat': 'kyunke woh muskurayi', 'hairani': 'kyunke unexpected result aaya'}"
bechaini ka sabab yeh tha ke raat bhar kuch ajeeb sapne aaye.,['bechaini'],bechaini 😟,{'bechaini': 'kyunke raat bhar kuch ajeeb sapne aaye'}
"Mein kisi ne ignore kiya ke baare mein soch raha tha, is liye udaasi mehsoos hui. Pehli baar meri dost se mulaqat hui aur uss lamhe mein mujhe khushi mehsoos hui.","['udaasi', 'khushi']","udaasi 😞, khushi 😊","{'udaasi': 'kyunke kisi ne ignore kiya', 'khushi': 'kyunke meri dost se mulaqat hui'}"
"Mein kisi ne ignore kiya ke baare mein soch raha tha, is liye udaasi mehsoos hui. woh har baat samajh leti hai ke baad mera dil mohabbat se bhar gaya.","['udaasi', 'mohabbat']","udaasi 😞, mohabbat ❤️","{'udaasi': 'kyunke kisi ne ignore kiya', 'mohabbat': 'kyunke woh har baat samajh leti hai'}"
bechaini tab mehsoos hui jab raat bhar neend nahi aayi.,['bechaini'],bechaini 😟,{'bechaini': 'kyunke raat bhar neend nahi aayi'}
mohabbat tab mehsoos hui jab kisi ne pyar bhari baat ki. Pehli baar pet mar gaya aur uss lamhe mein mujhe gham mehsoos hui.,"['mohabbat', 'gham']","mohabbat ❤️, gham 😢","{'mohabbat': 'kyunke kisi ne pyar bhari baat ki', 'gham': 'kyunke pet mar gaya'}"
"Jab se kisi ne unfair treat kiya, mein gussa mehsoos kar raha hoon. Aaj mein dil uski taraf khinchta hai, is liye mein mohabbat mehsoos kar raha hoon.","['gussa', 'mohabbat']","gussa 😠, mohabbat ❤️","{'gussa': 'kyunke kisi ne unfair treat kiya', 'mohabbat': 'kyunke dil uski taraf khinchta hai'}"
"Kal kisi ne ignore kiya tha, aur mujhe udaasi ka ehsaas hua. gham tab mehsoos hui jab mera phone kho gaya.","['udaasi', 'gham']","udaasi 😞, gham 😢","{'udaasi': 'kyunke kisi ne ignore kiya', 'gham': 'kyunke mera phone kho gaya'}"
Waqt guzarta gaya aur old memories yaad aayi ki wajah se jazbaat mein aana badhti gayi.,['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke old memories yaad aayi'}
hardwork ka phal milne wala hai ke baad mera dil umeed se bhar gaya.,['umeed'],umeed 🌈,{'umeed': 'kyunke hardwork ka phal milne wala hai'}
"Kal dost ne achanak gift diya tha, aur mujhe hairani ka ehsaas hua. Mujhe lagta hai ke old memories yaad aayi, aur is wajah se jazbaat mein aana ho rahi hai.","['hairani', 'jazbaat mein aana']","hairani 😮, jazbaat mein aana 🥺","{'hairani': 'kyunke dost ne achanak gift diya', 'jazbaat mein aana': 'kyunke old memories yaad aayi'}"
mera result acha aaya ke baad mera dil khushi se bhar gaya.,['khushi'],khushi 😊,{'khushi': 'kyunke mera result acha aaya'}
Waqt guzarta gaya aur mujhe kuch samaj nahi aa raha tha ki wajah se bechaini badhti gayi.,['bechaini'],bechaini 😟,{'bechaini': 'kyunke mujhe kuch samaj nahi aa raha tha'}
"Kal pet mar gaya tha, aur mujhe gham ka ehsaas hua.",['gham'],gham 😢,{'gham': 'kyunke pet mar gaya'}
"ghar ki yaad aayi ke baad mera dil udaasi se bhar gaya. Kal mera dost mujh se naraz hogaya tha, aur mujhe gham ka ehsaas hua.","['udaasi', 'gham']","udaasi 😞, gham 😢","{'udaasi': 'kyunke ghar ki yaad aayi', 'gham': 'kyunke mera dost mujh se naraz hogaya'}"
"Mein koi baar baar tang kar raha tha ke baare mein soch raha tha, is liye gussa mehsoos hui. Mein mujhe promotion mil gaya ke baare mein soch raha tha, is liye khushi mehsoos hui.","['gussa', 'khushi']","gussa 😠, khushi 😊","{'gussa': 'kyunke koi baar baar tang kar raha tha', 'khushi': 'kyunke mujhe promotion mil gaya'}"
"Aaj mein unexpected result aaya, is liye mein hairani mehsoos kar raha hoon.",['hairani'],hairani 😮,{'hairani': 'kyunke unexpected result aaya'}
Pehli baar news bohat different thi aur uss lamhe mein mujhe hairani mehsoos hui.,['hairani'],hairani 😮,{'hairani': 'kyunke news bohat different thi'}
"Aaj mein acha response mila, is liye mein umeed mehsoos kar raha hoon.",['umeed'],umeed 🌈,{'umeed': 'kyunke acha response mila'}
"Mein paper mushkil tha ke baare mein soch raha tha, is liye ghabrahat mehsoos hui.",['ghabrahat'],ghabrahat 😰,{'ghabrahat': 'kyunke paper mushkil tha'}
khushi tab mehsoos hui jab mujhe promotion mil gaya. jazbaat mein aana tab mehsoos hui jab kisi ne dil se baat ki.,"['khushi', 'jazbaat mein aana']","khushi 😊, jazbaat mein aana 🥺","{'khushi': 'kyunke mujhe promotion mil gaya', 'jazbaat mein aana': 'kyunke kisi ne dil se baat ki'}"
woh har baat samajh leti hai ke baad mera dil mohabbat se bhar gaya.,['mohabbat'],mohabbat ❤️,{'mohabbat': 'kyunke woh har baat samajh leti hai'}
meri dost se mulaqat hui ke baad mera dil khushi se bhar gaya. jazbaat mein aana ka sabab yeh tha ke kisi ne dil se baat ki.,"['khushi', 'jazbaat mein aana']","khushi 😊, jazbaat mein aana 🥺","{'khushi': 'kyunke meri dost se mulaqat hui', 'jazbaat mein aana': 'kyunke kisi ne dil se baat ki'}"
"gham tab mehsoos hui jab mera dost mujh se naraz hogaya. Mein interview cancel hogaya ke baare mein soch raha tha, is liye bechaini mehsoos hui.","['gham', 'bechaini']","gham 😢, bechaini 😟","{'gham': 'kyunke mera dost mujh se naraz hogaya', 'bechaini': 'kyunke interview cancel hogaya'}"
Pehli baar naye moka mila aur uss lamhe mein mujhe umeed mehsoos hui. Pehli baar mujhe promotion mil gaya aur uss lamhe mein mujhe khushi mehsoos hui.,"['umeed', 'khushi']","umeed 🌈, khushi 😊","{'umeed': 'kyunke naye moka mila', 'khushi': 'kyunke mujhe promotion mil gaya'}"
"Jab se mujhe kuch samaj nahi aa raha tha, mein bechaini mehsoos kar raha hoon. Kal kisi ne pyar bhari baat ki tha, aur mujhe mohabbat ka ehsaas hua.","['bechaini', 'mohabbat']","bechaini 😟, mohabbat ❤️","{'bechaini': 'kyunke mujhe kuch samaj nahi aa raha tha', 'mohabbat': 'kyunke kisi ne pyar bhari baat ki'}"
"Mein hardwork ka phal milne wala hai ke baare mein soch raha tha, is liye umeed mehsoos hui. gham ka sabab yeh tha ke pet mar gaya.","['umeed', 'gham']","umeed 🌈, gham 😢","{'umeed': 'kyunke hardwork ka phal milne wala hai', 'gham': 'kyunke pet mar gaya'}"
"Kal kisi ne dil se baat ki tha, aur mujhe jazbaat mein aana ka ehsaas hua.",['jazbaat mein aana'],jazbaat mein aana 🥺,{'jazbaat mein aana': 'kyunke kisi ne dil se baat ki'}
Waqt guzarta gaya aur result ka intezar tha ki wajah se ghabrahat badhti gayi. Waqt guzarta gaya aur ghar ki yaad aayi ki wajah se udaasi badhti gayi.,"['ghabrahat', 'udaasi']","ghabrahat 😰, udaasi 😞","{'ghabrahat': 'kyunke result ka intezar tha', 'udaasi': 'kyunke ghar ki yaad aayi'}"
"Jab se akela mehsoos kar raha tha, mein udaasi mehsoos kar raha hoon. jazbaat mein aana ka sabab yeh tha ke purani diary mili.","['udaasi', 'jazbaat mein aana']","udaasi 😞, jazbaat mein aana 🥺","{'udaasi': 'kyunke akela mehsoos kar raha tha', 'jazbaat mein aana': 'kyunke purani diary mili'}"
"Jab se interview cancel hogaya, mein bechaini mehsoos kar raha hoon. Jab se best friend ne city chhor di, mein gham mehsoos kar raha hoon.","['bechaini', 'gham']","bechaini 😟, gham 😢","{'bechaini': 'kyunke interview cancel hogaya', 'gham': 'kyunke best friend ne city chhor di'}"
bechaini ka sabab yeh tha ke koi reply nahi de raha tha.,['bechaini'],bechaini 😟,{'bechaini': 'kyunke koi reply nahi de raha tha'}
"Aaj mein koi baar baar tang kar raha tha, is liye mein gussa mehsoos kar raha hoon.",['gussa'],gussa 😠,{'gussa': 'kyunke koi baar baar tang kar raha tha'}
khushi tab mehsoos hui jab meri dost se mulaqat hui.,['khushi'],khushi 😊,{'khushi': 'kyunke meri dost se mulaqat hui'}
Pehli baar naye moka mila aur uss lamhe mein mujhe umeed mehsoos hui.,['umeed'],umeed 🌈,{'umeed': 'kyunke naye moka mila'}
"Aaj mein kisi ne jhoot bola, is liye mein gussa mehsoos kar raha hoon. Mujhe lagta hai ke kisi ne propose kiya, aur is wajah se hairani ho rahi hai.","['gussa', 'hairani']","gussa 😠, hairani 😮","{'gussa': 'kyunke kisi ne jhoot bola', 'hairani': 'kyunke kisi ne propose kiya'}"
gussa tab mehsoos hui jab traffic bohat tha. koi reply nahi de raha tha ke baad mera dil bechaini se bhar gaya.,"['gussa', 'bechaini']","gussa 😠, bechaini 😟","{'gussa': 'kyunke traffic bohat tha', 'bechaini': 'kyunke koi reply nahi de raha tha'}"
ghabrahat ka sabab yeh tha ke paper mushkil tha.,['ghabrahat'],ghabrahat 😰,{'ghabrahat': 'kyunke paper mushkil tha'}
"Kal hardwork ka phal milne wala hai tha, aur mujhe umeed ka ehsaas hua. Jab se traffic bohat tha, mein gussa mehsoos kar raha hoon.","['umeed', 'gussa']","umeed 🌈, gussa 😠","{'umeed': 'kyunke hardwork ka phal milne wala hai', 'gussa': 'kyunke traffic bohat tha'}"
